array_index	canonical_run_id	dataset	runner_model_value	model_slug	condition_value	condition_slug	target_value	target_slug	split_index	split_seed	init_seed	output_dir
103	htpmd__gin__condb_dop__conductivity__split03_seed45__init42	htpmd	gin	gin	dop	condb_dop	Conductivity	conductivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__conductivity__split03_seed45__init42
104	htpmd__gin__condb_dop__conductivity__split04_seed46__init42	htpmd	gin	gin	dop	condb_dop	Conductivity	conductivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__conductivity__split04_seed46__init42
105	htpmd__gin__condb_dop__tfsi_diffusivity__split00_seed42__init42	htpmd	gin	gin	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__tfsi_diffusivity__split00_seed42__init42
106	htpmd__gin__condb_dop__tfsi_diffusivity__split01_seed43__init42	htpmd	gin	gin	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__tfsi_diffusivity__split01_seed43__init42
107	htpmd__gin__condb_dop__tfsi_diffusivity__split02_seed44__init42	htpmd	gin	gin	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__tfsi_diffusivity__split02_seed44__init42
108	htpmd__gin__condb_dop__tfsi_diffusivity__split03_seed45__init42	htpmd	gin	gin	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__tfsi_diffusivity__split03_seed45__init42
109	htpmd__gin__condb_dop__tfsi_diffusivity__split04_seed46__init42	htpmd	gin	gin	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__tfsi_diffusivity__split04_seed46__init42
110	htpmd__gin__condb_dop__li_diffusivity__split00_seed42__init42	htpmd	gin	gin	dop	condb_dop	Li Diffusivity	li_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__li_diffusivity__split00_seed42__init42
111	htpmd__gin__condb_dop__li_diffusivity__split01_seed43__init42	htpmd	gin	gin	dop	condb_dop	Li Diffusivity	li_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__li_diffusivity__split01_seed43__init42
112	htpmd__gin__condb_dop__li_diffusivity__split02_seed44__init42	htpmd	gin	gin	dop	condb_dop	Li Diffusivity	li_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__li_diffusivity__split02_seed44__init42
113	htpmd__gin__condb_dop__li_diffusivity__split03_seed45__init42	htpmd	gin	gin	dop	condb_dop	Li Diffusivity	li_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__li_diffusivity__split03_seed45__init42
114	htpmd__gin__condb_dop__li_diffusivity__split04_seed46__init42	htpmd	gin	gin	dop	condb_dop	Li Diffusivity	li_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__li_diffusivity__split04_seed46__init42
115	htpmd__gin__condb_dop__polymer_diffusivity__split00_seed42__init42	htpmd	gin	gin	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__polymer_diffusivity__split00_seed42__init42
116	htpmd__gin__condb_dop__polymer_diffusivity__split01_seed43__init42	htpmd	gin	gin	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__polymer_diffusivity__split01_seed43__init42
117	htpmd__gin__condb_dop__polymer_diffusivity__split02_seed44__init42	htpmd	gin	gin	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__polymer_diffusivity__split02_seed44__init42
118	htpmd__gin__condb_dop__polymer_diffusivity__split03_seed45__init42	htpmd	gin	gin	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__polymer_diffusivity__split03_seed45__init42
119	htpmd__gin__condb_dop__polymer_diffusivity__split04_seed46__init42	htpmd	gin	gin	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__polymer_diffusivity__split04_seed46__init42
120	htpmd__gin__condb_dop__transference_number__split00_seed42__init42	htpmd	gin	gin	dop	condb_dop	Transference Number	transference_number	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__transference_number__split00_seed42__init42
121	htpmd__gin__condb_dop__transference_number__split01_seed43__init42	htpmd	gin	gin	dop	condb_dop	Transference Number	transference_number	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__transference_number__split01_seed43__init42
122	htpmd__gin__condb_dop__transference_number__split02_seed44__init42	htpmd	gin	gin	dop	condb_dop	Transference Number	transference_number	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__transference_number__split02_seed44__init42
123	htpmd__gin__condb_dop__transference_number__split03_seed45__init42	htpmd	gin	gin	dop	condb_dop	Transference Number	transference_number	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__transference_number__split03_seed45__init42
124	htpmd__gin__condb_dop__transference_number__split04_seed46__init42	htpmd	gin	gin	dop	condb_dop	Transference Number	transference_number	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__transference_number__split04_seed46__init42
125	htpmd__gin__condc_dop_molality__conductivity__split00_seed42__init42	htpmd	gin	gin	state	condc_dop_molality	Conductivity	conductivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__conductivity__split00_seed42__init42
126	htpmd__gin__condc_dop_molality__conductivity__split01_seed43__init42	htpmd	gin	gin	state	condc_dop_molality	Conductivity	conductivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__conductivity__split01_seed43__init42
127	htpmd__gin__condc_dop_molality__conductivity__split02_seed44__init42	htpmd	gin	gin	state	condc_dop_molality	Conductivity	conductivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__conductivity__split02_seed44__init42
128	htpmd__gin__condc_dop_molality__conductivity__split03_seed45__init42	htpmd	gin	gin	state	condc_dop_molality	Conductivity	conductivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__conductivity__split03_seed45__init42
129	htpmd__gin__condc_dop_molality__conductivity__split04_seed46__init42	htpmd	gin	gin	state	condc_dop_molality	Conductivity	conductivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__conductivity__split04_seed46__init42
130	htpmd__gin__condc_dop_molality__tfsi_diffusivity__split00_seed42__init42	htpmd	gin	gin	state	condc_dop_molality	TFSI Diffusivity	tfsi_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__tfsi_diffusivity__split00_seed42__init42
131	htpmd__gin__condc_dop_molality__tfsi_diffusivity__split01_seed43__init42	htpmd	gin	gin	state	condc_dop_molality	TFSI Diffusivity	tfsi_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__tfsi_diffusivity__split01_seed43__init42
132	htpmd__gin__condc_dop_molality__tfsi_diffusivity__split02_seed44__init42	htpmd	gin	gin	state	condc_dop_molality	TFSI Diffusivity	tfsi_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__tfsi_diffusivity__split02_seed44__init42
133	htpmd__gin__condc_dop_molality__tfsi_diffusivity__split03_seed45__init42	htpmd	gin	gin	state	condc_dop_molality	TFSI Diffusivity	tfsi_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__tfsi_diffusivity__split03_seed45__init42
134	htpmd__gin__condc_dop_molality__tfsi_diffusivity__split04_seed46__init42	htpmd	gin	gin	state	condc_dop_molality	TFSI Diffusivity	tfsi_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__tfsi_diffusivity__split04_seed46__init42
135	htpmd__gin__condc_dop_molality__li_diffusivity__split00_seed42__init42	htpmd	gin	gin	state	condc_dop_molality	Li Diffusivity	li_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__li_diffusivity__split00_seed42__init42
136	htpmd__gin__condc_dop_molality__li_diffusivity__split01_seed43__init42	htpmd	gin	gin	state	condc_dop_molality	Li Diffusivity	li_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__li_diffusivity__split01_seed43__init42
137	htpmd__gin__condc_dop_molality__li_diffusivity__split02_seed44__init42	htpmd	gin	gin	state	condc_dop_molality	Li Diffusivity	li_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__li_diffusivity__split02_seed44__init42
138	htpmd__gin__condc_dop_molality__li_diffusivity__split03_seed45__init42	htpmd	gin	gin	state	condc_dop_molality	Li Diffusivity	li_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__li_diffusivity__split03_seed45__init42
139	htpmd__gin__condc_dop_molality__li_diffusivity__split04_seed46__init42	htpmd	gin	gin	state	condc_dop_molality	Li Diffusivity	li_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__li_diffusivity__split04_seed46__init42
140	htpmd__gin__condc_dop_molality__polymer_diffusivity__split00_seed42__init42	htpmd	gin	gin	state	condc_dop_molality	Poly Diffusivity	polymer_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__polymer_diffusivity__split00_seed42__init42
141	htpmd__gin__condc_dop_molality__polymer_diffusivity__split01_seed43__init42	htpmd	gin	gin	state	condc_dop_molality	Poly Diffusivity	polymer_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__polymer_diffusivity__split01_seed43__init42
142	htpmd__gin__condc_dop_molality__polymer_diffusivity__split02_seed44__init42	htpmd	gin	gin	state	condc_dop_molality	Poly Diffusivity	polymer_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__polymer_diffusivity__split02_seed44__init42
143	htpmd__gin__condc_dop_molality__polymer_diffusivity__split03_seed45__init42	htpmd	gin	gin	state	condc_dop_molality	Poly Diffusivity	polymer_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__polymer_diffusivity__split03_seed45__init42
144	htpmd__gin__condc_dop_molality__polymer_diffusivity__split04_seed46__init42	htpmd	gin	gin	state	condc_dop_molality	Poly Diffusivity	polymer_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__polymer_diffusivity__split04_seed46__init42
145	htpmd__gin__condc_dop_molality__transference_number__split00_seed42__init42	htpmd	gin	gin	state	condc_dop_molality	Transference Number	transference_number	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__transference_number__split00_seed42__init42
146	htpmd__gin__condc_dop_molality__transference_number__split01_seed43__init42	htpmd	gin	gin	state	condc_dop_molality	Transference Number	transference_number	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__transference_number__split01_seed43__init42
147	htpmd__gin__condc_dop_molality__transference_number__split02_seed44__init42	htpmd	gin	gin	state	condc_dop_molality	Transference Number	transference_number	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__transference_number__split02_seed44__init42
148	htpmd__gin__condc_dop_molality__transference_number__split03_seed45__init42	htpmd	gin	gin	state	condc_dop_molality	Transference Number	transference_number	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__transference_number__split03_seed45__init42
149	htpmd__gin__condc_dop_molality__transference_number__split04_seed46__init42	htpmd	gin	gin	state	condc_dop_molality	Transference Number	transference_number	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condc_dop_molality__transference_number__split04_seed46__init42
150	htpmd__gat__conda_native__conductivity__split00_seed42__init42	htpmd	gat	gat	native	conda_native	Conductivity	conductivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__conductivity__split00_seed42__init42
151	htpmd__gat__conda_native__conductivity__split01_seed43__init42	htpmd	gat	gat	native	conda_native	Conductivity	conductivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__conductivity__split01_seed43__init42
152	htpmd__gat__conda_native__conductivity__split02_seed44__init42	htpmd	gat	gat	native	conda_native	Conductivity	conductivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__conductivity__split02_seed44__init42
153	htpmd__gat__conda_native__conductivity__split03_seed45__init42	htpmd	gat	gat	native	conda_native	Conductivity	conductivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__conductivity__split03_seed45__init42
154	htpmd__gat__conda_native__conductivity__split04_seed46__init42	htpmd	gat	gat	native	conda_native	Conductivity	conductivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__conductivity__split04_seed46__init42
155	htpmd__gat__conda_native__tfsi_diffusivity__split00_seed42__init42	htpmd	gat	gat	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__tfsi_diffusivity__split00_seed42__init42
156	htpmd__gat__conda_native__tfsi_diffusivity__split01_seed43__init42	htpmd	gat	gat	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__tfsi_diffusivity__split01_seed43__init42
157	htpmd__gat__conda_native__tfsi_diffusivity__split02_seed44__init42	htpmd	gat	gat	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__tfsi_diffusivity__split02_seed44__init42
158	htpmd__gat__conda_native__tfsi_diffusivity__split03_seed45__init42	htpmd	gat	gat	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__tfsi_diffusivity__split03_seed45__init42
159	htpmd__gat__conda_native__tfsi_diffusivity__split04_seed46__init42	htpmd	gat	gat	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__tfsi_diffusivity__split04_seed46__init42
160	htpmd__gat__conda_native__li_diffusivity__split00_seed42__init42	htpmd	gat	gat	native	conda_native	Li Diffusivity	li_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__li_diffusivity__split00_seed42__init42
161	htpmd__gat__conda_native__li_diffusivity__split01_seed43__init42	htpmd	gat	gat	native	conda_native	Li Diffusivity	li_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__li_diffusivity__split01_seed43__init42
162	htpmd__gat__conda_native__li_diffusivity__split02_seed44__init42	htpmd	gat	gat	native	conda_native	Li Diffusivity	li_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__li_diffusivity__split02_seed44__init42
163	htpmd__gat__conda_native__li_diffusivity__split03_seed45__init42	htpmd	gat	gat	native	conda_native	Li Diffusivity	li_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__li_diffusivity__split03_seed45__init42
164	htpmd__gat__conda_native__li_diffusivity__split04_seed46__init42	htpmd	gat	gat	native	conda_native	Li Diffusivity	li_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__li_diffusivity__split04_seed46__init42
165	htpmd__gat__conda_native__polymer_diffusivity__split00_seed42__init42	htpmd	gat	gat	native	conda_native	Poly Diffusivity	polymer_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__polymer_diffusivity__split00_seed42__init42
166	htpmd__gat__conda_native__polymer_diffusivity__split01_seed43__init42	htpmd	gat	gat	native	conda_native	Poly Diffusivity	polymer_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__polymer_diffusivity__split01_seed43__init42
167	htpmd__gat__conda_native__polymer_diffusivity__split02_seed44__init42	htpmd	gat	gat	native	conda_native	Poly Diffusivity	polymer_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__polymer_diffusivity__split02_seed44__init42
168	htpmd__gat__conda_native__polymer_diffusivity__split03_seed45__init42	htpmd	gat	gat	native	conda_native	Poly Diffusivity	polymer_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__polymer_diffusivity__split03_seed45__init42
169	htpmd__gat__conda_native__polymer_diffusivity__split04_seed46__init42	htpmd	gat	gat	native	conda_native	Poly Diffusivity	polymer_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__polymer_diffusivity__split04_seed46__init42
170	htpmd__gat__conda_native__transference_number__split00_seed42__init42	htpmd	gat	gat	native	conda_native	Transference Number	transference_number	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__transference_number__split00_seed42__init42
171	htpmd__gat__conda_native__transference_number__split01_seed43__init42	htpmd	gat	gat	native	conda_native	Transference Number	transference_number	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__transference_number__split01_seed43__init42
172	htpmd__gat__conda_native__transference_number__split02_seed44__init42	htpmd	gat	gat	native	conda_native	Transference Number	transference_number	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__transference_number__split02_seed44__init42
173	htpmd__gat__conda_native__transference_number__split03_seed45__init42	htpmd	gat	gat	native	conda_native	Transference Number	transference_number	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__transference_number__split03_seed45__init42
174	htpmd__gat__conda_native__transference_number__split04_seed46__init42	htpmd	gat	gat	native	conda_native	Transference Number	transference_number	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__conda_native__transference_number__split04_seed46__init42
175	htpmd__gat__condb_dop__conductivity__split00_seed42__init42	htpmd	gat	gat	dop	condb_dop	Conductivity	conductivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__conductivity__split00_seed42__init42
176	htpmd__gat__condb_dop__conductivity__split01_seed43__init42	htpmd	gat	gat	dop	condb_dop	Conductivity	conductivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__conductivity__split01_seed43__init42
177	htpmd__gat__condb_dop__conductivity__split02_seed44__init42	htpmd	gat	gat	dop	condb_dop	Conductivity	conductivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__conductivity__split02_seed44__init42
178	htpmd__gat__condb_dop__conductivity__split03_seed45__init42	htpmd	gat	gat	dop	condb_dop	Conductivity	conductivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__conductivity__split03_seed45__init42
179	htpmd__gat__condb_dop__conductivity__split04_seed46__init42	htpmd	gat	gat	dop	condb_dop	Conductivity	conductivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__conductivity__split04_seed46__init42
180	htpmd__gat__condb_dop__tfsi_diffusivity__split00_seed42__init42	htpmd	gat	gat	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__tfsi_diffusivity__split00_seed42__init42
181	htpmd__gat__condb_dop__tfsi_diffusivity__split01_seed43__init42	htpmd	gat	gat	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__tfsi_diffusivity__split01_seed43__init42
182	htpmd__gat__condb_dop__tfsi_diffusivity__split02_seed44__init42	htpmd	gat	gat	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__tfsi_diffusivity__split02_seed44__init42
183	htpmd__gat__condb_dop__tfsi_diffusivity__split03_seed45__init42	htpmd	gat	gat	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__tfsi_diffusivity__split03_seed45__init42
184	htpmd__gat__condb_dop__tfsi_diffusivity__split04_seed46__init42	htpmd	gat	gat	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__tfsi_diffusivity__split04_seed46__init42
185	htpmd__gat__condb_dop__li_diffusivity__split00_seed42__init42	htpmd	gat	gat	dop	condb_dop	Li Diffusivity	li_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__li_diffusivity__split00_seed42__init42
186	htpmd__gat__condb_dop__li_diffusivity__split01_seed43__init42	htpmd	gat	gat	dop	condb_dop	Li Diffusivity	li_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__li_diffusivity__split01_seed43__init42
187	htpmd__gat__condb_dop__li_diffusivity__split02_seed44__init42	htpmd	gat	gat	dop	condb_dop	Li Diffusivity	li_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__li_diffusivity__split02_seed44__init42
188	htpmd__gat__condb_dop__li_diffusivity__split03_seed45__init42	htpmd	gat	gat	dop	condb_dop	Li Diffusivity	li_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__li_diffusivity__split03_seed45__init42
189	htpmd__gat__condb_dop__li_diffusivity__split04_seed46__init42	htpmd	gat	gat	dop	condb_dop	Li Diffusivity	li_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__li_diffusivity__split04_seed46__init42
190	htpmd__gat__condb_dop__polymer_diffusivity__split00_seed42__init42	htpmd	gat	gat	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__polymer_diffusivity__split00_seed42__init42
191	htpmd__gat__condb_dop__polymer_diffusivity__split01_seed43__init42	htpmd	gat	gat	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__polymer_diffusivity__split01_seed43__init42
192	htpmd__gat__condb_dop__polymer_diffusivity__split02_seed44__init42	htpmd	gat	gat	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__polymer_diffusivity__split02_seed44__init42
193	htpmd__gat__condb_dop__polymer_diffusivity__split03_seed45__init42	htpmd	gat	gat	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__polymer_diffusivity__split03_seed45__init42
194	htpmd__gat__condb_dop__polymer_diffusivity__split04_seed46__init42	htpmd	gat	gat	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__polymer_diffusivity__split04_seed46__init42
195	htpmd__gat__condb_dop__transference_number__split00_seed42__init42	htpmd	gat	gat	dop	condb_dop	Transference Number	transference_number	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__transference_number__split00_seed42__init42
196	htpmd__gat__condb_dop__transference_number__split01_seed43__init42	htpmd	gat	gat	dop	condb_dop	Transference Number	transference_number	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__transference_number__split01_seed43__init42
197	htpmd__gat__condb_dop__transference_number__split02_seed44__init42	htpmd	gat	gat	dop	condb_dop	Transference Number	transference_number	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__transference_number__split02_seed44__init42
198	htpmd__gat__condb_dop__transference_number__split03_seed45__init42	htpmd	gat	gat	dop	condb_dop	Transference Number	transference_number	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__transference_number__split03_seed45__init42
199	htpmd__gat__condb_dop__transference_number__split04_seed46__init42	htpmd	gat	gat	dop	condb_dop	Transference Number	transference_number	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condb_dop__transference_number__split04_seed46__init42
200	htpmd__gat__condc_dop_molality__conductivity__split00_seed42__init42	htpmd	gat	gat	state	condc_dop_molality	Conductivity	conductivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condc_dop_molality__conductivity__split00_seed42__init42
201	htpmd__gat__condc_dop_molality__conductivity__split01_seed43__init42	htpmd	gat	gat	state	condc_dop_molality	Conductivity	conductivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gat__condc_dop_molality__conductivity__split01_seed43__init42
